job_id,title,company,city,salary_min,salary_max,currency,date_posted,description
JOB0012,Junior Data Engineer,TechNova,Mumbai,575000,1150000,INR,2025-01-08,"We are looking for a Data Engineer to join our team. Required skills: Data Warehousing, GCP, Kafka, DBT, Airflow, SQL. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0013,Junior Full Stack Developer,InSight Labs,Hyderabad,500000,1000000,INR,2025-06-27,"We are looking for a Full Stack Developer to join our team. Required skills: AWS, Express, Docker, React, TypeScript, PostgreSQL. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0014,Mid Data Engineer,NeoByte,Delhi,1150000,2300000,INR,2025-06-13,"We are looking for a Data Engineer to join our team. Required skills: Airflow, Redshift, Spark, GCP, Data Warehousing, Python. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0015,Junior Data Engineer,TechNova,Chennai,575000,1150000,INR,2025-05-28,"We are looking for a Data Engineer to join our team. Required skills: Airflow, Redshift, Kafka, Hadoop, Python, Data Warehousing. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0016,Junior Data Scientist,InSight Labs,Bengaluru,550000,1100000,INR,2025-05-19,"We are looking for a Data Scientist to join our team. Required skills: Seaborn, NLP, Power BI, NumPy, Matplotlib, Deep Learning. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0017,Mid ML Engineer,BluePanda,Pune,1200000,2400000,INR,2025-07-20,"We are looking for a ML Engineer to join our team. Required skills: Azure, Feature Stores, Airflow, MLOps, Docker, AWS. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0018,Lead Business Analyst,InSight Labs,Pune,2700000,4050000,INR,2025-06-08,"We are looking for a Business Analyst to join our team. Required skills: Excel, Tableau, Python, SQL, Power BI, Storytelling. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0019,Junior Backend Developer,NeoByte,Hyderabad,525000,1050000,INR,2024-09-16,"We are looking for a Backend Developer to join our team. Required skills: Django, Python, Flask, Unit Testing, Docker, FastAPI. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0020,Lead Backend Developer,StackForge,Hyderabad,3150000,4725000,INR,2025-03-07,"We are looking for a Backend Developer to join our team. Required skills: Flask, Celery, FastAPI, Redis, Django, Unit Testing. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0021,Lead ML Engineer,DataWorks,Bengaluru,3600000,5400000,INR,2024-09-11,"We are looking for a ML Engineer to join our team. Required skills: Kubernetes, AWS, Feature Stores, GCP, Python, TensorFlow. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0022,Junior Full Stack Developer,AlgoSphere,Delhi,500000,1000000,INR,2025-03-15,"We are looking for a Full Stack Developer to join our team. Required skills: Node, AWS, CI/CD, Docker, MongoDB, TypeScript. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0023,Mid ML Engineer,InSight Labs,Pune,1200000,2400000,INR,2025-07-10,"We are looking for a ML Engineer to join our team. Required skills: Model Serving, TensorFlow, GCP, Azure, Feature Stores, Python. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0024,Mid Backend Developer,DataWorks,Bengaluru,1050000,2100000,INR,2024-09-10,"We are looking for a Backend Developer to join our team. Required skills: FastAPI, PostgreSQL, Redis, Celery, Django, Flask. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0025,Lead ML Engineer,TechNova,Chennai,3600000,5400000,INR,2025-07-15,"We are looking for a ML Engineer to join our team. Required skills: Docker, Feature Stores, GCP, Model Serving, AWS, Azure. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0026,Mid Business Analyst,CloudAxis,Chennai,900000,1800000,INR,2025-01-18,"We are looking for a Business Analyst to join our team. Required skills: Data Visualization, Tableau, SQL, Python, Storytelling, A/B Testing. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0027,Mid Data Scientist,InSight Labs,Bengaluru,1100000,2200000,INR,2024-09-14,"We are looking for a Data Scientist to join our team. Required skills: Python, NLP, Pandas, NumPy, Seaborn, SQL. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0028,Junior Business Analyst,BluePanda,Hyderabad,450000,900000,INR,2024-12-22,"We are looking for a Business Analyst to join our team. Required skills: Tableau, SQL, Data Visualization, Statistics, Python, Power BI. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0029,Mid ML Engineer,AlgoSphere,Delhi,1200000,2400000,INR,2025-01-19,"We are looking for a ML Engineer to join our team. Required skills: Docker, AWS, PyTorch, CI/CD, Model Serving, GCP. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0030,Junior Data Scientist,InSight Labs,Bengaluru,550000,1100000,INR,2025-02-05,"We are looking for a Data Scientist to join our team. Required skills: Pandas, NLP, Scikit-learn, Tableau, TensorFlow, NumPy. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0031,Senior Data Scientist,AlgoSphere,Hyderabad,2200000,3850000,INR,2025-07-11,"We are looking for a Data Scientist to join our team. Required skills: NumPy, Deep Learning, NLP, Matplotlib, TensorFlow, SQL. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0032,Junior Backend Developer,StackForge,Bengaluru,525000,1050000,INR,2024-10-29,"We are looking for a Backend Developer to join our team. Required skills: FastAPI, REST, Django, Celery, GraphQL, Docker. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0033,Senior Data Engineer,NeoByte,Pune,2300000,4025000,INR,2024-12-17,"We are looking for a Data Engineer to join our team. Required skills: Hadoop, Data Warehousing, Redshift, Kafka, GCP, AWS. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0034,Senior Data Scientist,BluePanda,Bengaluru,2200000,3850000,INR,2024-11-01,"We are looking for a Data Scientist to join our team. Required skills: Python, Power BI, PyTorch, NumPy, Data Visualization, TensorFlow. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0035,Junior Business Analyst,BluePanda,Chennai,450000,900000,INR,2025-02-16,"We are looking for a Business Analyst to join our team. Required skills: Excel, Python, Storytelling, Statistics, Data Visualization, SQL. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0036,Lead Backend Developer,CloudAxis,Mumbai,3150000,4725000,INR,2025-02-10,"We are looking for a Backend Developer to join our team. Required skills: FastAPI, Python, REST, GraphQL, PostgreSQL, Docker. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0037,Junior ML Engineer,NeoByte,Delhi,600000,1200000,INR,2024-12-10,"We are looking for a ML Engineer to join our team. Required skills: Kubernetes, Feature Stores, Azure, AWS, FastAPI, PyTorch. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0038,Junior ML Engineer,BluePanda,Hyderabad,600000,1200000,INR,2024-10-31,"We are looking for a ML Engineer to join our team. Required skills: PyTorch, Airflow, Kubernetes, AWS, MLOps, Docker. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0039,Junior Business Analyst,BluePanda,Bengaluru,450000,900000,INR,2024-12-05,"We are looking for a Business Analyst to join our team. Required skills: Statistics, Tableau, Excel, Python, Power BI, Data Visualization. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0040,Lead ML Engineer,NeoByte,Bengaluru,3600000,5400000,INR,2025-03-03,"We are looking for a ML Engineer to join our team. Required skills: Kubernetes, Docker, TensorFlow, Feature Stores, Model Serving, Azure. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0041,Junior Business Analyst,AlgoSphere,Mumbai,450000,900000,INR,2024-10-05,"We are looking for a Business Analyst to join our team. Required skills: Excel, Data Visualization, Python, Statistics, Power BI, SQL. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0042,Senior Backend Developer,AlgoSphere,Chennai,2100000,3675000,INR,2024-11-16,"We are looking for a Backend Developer to join our team. Required skills: PostgreSQL, Docker, Celery, Django, Flask, REST. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0043,Junior Data Engineer,BluePanda,Bengaluru,575000,1150000,INR,2025-03-19,"We are looking for a Data Engineer to join our team. Required skills: GCP, Redshift, DBT, Data Warehousing, Hadoop, Airflow. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0044,Senior Data Scientist,AlgoSphere,Delhi,2200000,3850000,INR,2025-01-16,"We are looking for a Data Scientist to join our team. Required skills: Data Visualization, Tableau, Pandas, Matplotlib, TensorFlow, NLP. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0045,Lead Business Analyst,AlgoSphere,Chennai,2700000,4050000,INR,2025-06-22,"We are looking for a Business Analyst to join our team. Required skills: Data Visualization, Power BI, Excel, Tableau, Storytelling, A/B Testing. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0046,Junior Backend Developer,BluePanda,Pune,525000,1050000,INR,2025-06-17,"We are looking for a Backend Developer to join our team. Required skills: REST, Unit Testing, Flask, PostgreSQL, Redis, Docker. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0047,Lead Business Analyst,InSight Labs,Pune,2700000,4050000,INR,2025-01-03,"We are looking for a Business Analyst to join our team. Required skills: Statistics, Tableau, Data Visualization, Python, Excel, SQL. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0048,Junior Backend Developer,AlgoSphere,Delhi,525000,1050000,INR,2024-09-03,"We are looking for a Backend Developer to join our team. Required skills: Flask, REST, Unit Testing, Celery, Django, Python. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0049,Lead ML Engineer,DataWorks,Chennai,3600000,5400000,INR,2025-03-03,"We are looking for a ML Engineer to join our team. Required skills: AWS, CI/CD, FastAPI, MLOps, Model Serving, GCP. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0050,Junior ML Engineer,TechNova,Hyderabad,600000,1200000,INR,2024-09-05,"We are looking for a ML Engineer to join our team. Required skills: Feature Stores, AWS, MLOps, PyTorch, Azure, GCP. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0051,Lead Backend Developer,DataWorks,Hyderabad,3150000,4725000,INR,2025-06-20,"We are looking for a Backend Developer to join our team. Required skills: FastAPI, Redis, Celery, GraphQL, PostgreSQL, Flask. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0052,Lead Business Analyst,BluePanda,Mumbai,2700000,4050000,INR,2025-05-04,"We are looking for a Business Analyst to join our team. Required skills: Power BI, Statistics, Tableau, Python, Excel, Storytelling. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0053,Senior Full Stack Developer,NeoByte,Delhi,2000000,3500000,INR,2025-01-21,"We are looking for a Full Stack Developer to join our team. Required skills: MongoDB, TypeScript, Express, Node, Git, React. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0054,Mid Backend Developer,CloudAxis,Bengaluru,1050000,2100000,INR,2025-03-07,"We are looking for a Backend Developer to join our team. Required skills: Flask, PostgreSQL, FastAPI, Unit Testing, Python, Redis. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0055,Lead Data Engineer,InSight Labs,Mumbai,3450000,5174999,INR,2025-06-01,"We are looking for a Data Engineer to join our team. Required skills: Python, Hadoop, ETL, Snowflake, Azure, DBT. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0056,Senior Full Stack Developer,TechNova,Chennai,2000000,3500000,INR,2024-12-01,"We are looking for a Full Stack Developer to join our team. Required skills: Express, PostgreSQL, CI/CD, Docker, Node, MongoDB. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0057,Junior Data Engineer,InSight Labs,Chennai,575000,1150000,INR,2025-04-07,"We are looking for a Data Engineer to join our team. Required skills: ETL, Airflow, Data Warehousing, Snowflake, DBT, Spark. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0058,Lead ML Engineer,TechNova,Mumbai,3600000,5400000,INR,2024-10-19,"We are looking for a ML Engineer to join our team. Required skills: FastAPI, Model Serving, CI/CD, Python, TensorFlow, AWS. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0059,Senior Full Stack Developer,TechNova,Hyderabad,2000000,3500000,INR,2025-02-21,"We are looking for a Full Stack Developer to join our team. Required skills: PostgreSQL, REST, Node, MongoDB, CI/CD, React. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0060,Junior Data Engineer,StackForge,Chennai,575000,1150000,INR,2024-12-03,"We are looking for a Data Engineer to join our team. Required skills: AWS, Python, Snowflake, GCP, Redshift, Airflow. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0061,Junior Business Analyst,TechNova,Bengaluru,450000,900000,INR,2024-12-11,"We are looking for a Business Analyst to join our team. Required skills: Tableau, Python, A/B Testing, SQL, Data Visualization, Excel. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0062,Mid ML Engineer,DataWorks,Chennai,1200000,2400000,INR,2024-11-02,"We are looking for a ML Engineer to join our team. Required skills: GCP, Airflow, Docker, Kubernetes, PyTorch, TensorFlow. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0063,Senior Data Engineer,TechNova,Bengaluru,2300000,4025000,INR,2025-06-10,"We are looking for a Data Engineer to join our team. Required skills: Azure, Data Warehousing, ETL, Snowflake, Hadoop, SQL. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0064,Junior Business Analyst,NeoByte,Delhi,450000,900000,INR,2025-05-10,"We are looking for a Business Analyst to join our team. Required skills: Data Visualization, Excel, A/B Testing, Python, SQL, Power BI. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0065,Junior Full Stack Developer,AlgoSphere,Delhi,500000,1000000,INR,2025-04-18,"We are looking for a Full Stack Developer to join our team. Required skills: Docker, CI/CD, REST, JavaScript, PostgreSQL, MongoDB. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0066,Lead Data Scientist,AlgoSphere,Chennai,3300000,4950000,INR,2025-06-22,"We are looking for a Data Scientist to join our team. Required skills: Matplotlib, NumPy, Machine Learning, Tableau, NLP, TensorFlow. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0067,Lead Backend Developer,InSight Labs,Chennai,3150000,4725000,INR,2024-12-31,"We are looking for a Backend Developer to join our team. Required skills: Docker, REST, GraphQL, Flask, PostgreSQL, Python. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0068,Lead Full Stack Developer,InSight Labs,Hyderabad,3000000,4500000,INR,2024-11-27,"We are looking for a Full Stack Developer to join our team. Required skills: REST, JavaScript, MongoDB, AWS, React, Node. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0069,Senior Data Engineer,AlgoSphere,Pune,2300000,4025000,INR,2024-11-16,"We are looking for a Data Engineer to join our team. Required skills: Azure, Snowflake, Kafka, GCP, Python, Data Warehousing. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0070,Lead Data Scientist,BluePanda,Hyderabad,3300000,4950000,INR,2025-03-28,"We are looking for a Data Scientist to join our team. Required skills: NLP, Seaborn, Scikit-learn, Matplotlib, Deep Learning, Data Visualization. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0071,Mid Data Scientist,StackForge,Bengaluru,1100000,2200000,INR,2025-02-15,"We are looking for a Data Scientist to join our team. Required skills: Machine Learning, Matplotlib, Scikit-learn, TensorFlow, Data Visualization, SQL. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0072,Lead Full Stack Developer,AlgoSphere,Mumbai,3000000,4500000,INR,2025-01-14,"We are looking for a Full Stack Developer to join our team. Required skills: AWS, Docker, REST, Git, MongoDB, React. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0073,Mid Data Engineer,DataWorks,Hyderabad,1150000,2300000,INR,2024-11-29,"We are looking for a Data Engineer to join our team. Required skills: Airflow, SQL, Snowflake, GCP, Spark, Hadoop. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0074,Senior Business Analyst,StackForge,Chennai,1800000,3150000,INR,2025-01-12,"We are looking for a Business Analyst to join our team. Required skills: Excel, Tableau, Power BI, Python, A/B Testing, Storytelling. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0075,Senior Data Scientist,CloudAxis,Delhi,2200000,3850000,INR,2024-10-02,"We are looking for a Data Scientist to join our team. Required skills: Python, Power BI, NLP, TensorFlow, NumPy, Deep Learning. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0076,Lead Data Scientist,StackForge,Mumbai,3300000,4950000,INR,2025-04-12,"We are looking for a Data Scientist to join our team. Required skills: Deep Learning, Power BI, PyTorch, NumPy, Python, TensorFlow. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0077,Lead Data Scientist,BluePanda,Bengaluru,3300000,4950000,INR,2024-10-26,"We are looking for a Data Scientist to join our team. Required skills: Pandas, SQL, Data Visualization, Seaborn, Python, NumPy. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0078,Mid Backend Developer,DataWorks,Pune,1050000,2100000,INR,2025-02-21,"We are looking for a Backend Developer to join our team. Required skills: Django, Celery, PostgreSQL, Flask, Docker, REST. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0079,Lead Full Stack Developer,StackForge,Chennai,3000000,4500000,INR,2024-11-25,"We are looking for a Full Stack Developer to join our team. Required skills: Express, Git, CI/CD, JavaScript, TypeScript, PostgreSQL. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0080,Junior Business Analyst,StackForge,Hyderabad,450000,900000,INR,2024-08-12,"We are looking for a Business Analyst to join our team. Required skills: Power BI, Tableau, Excel, Data Visualization, SQL, A/B Testing. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0081,Senior Full Stack Developer,InSight Labs,Chennai,2000000,3500000,INR,2025-07-28,"We are looking for a Full Stack Developer to join our team. Required skills: JavaScript, Node, Express, Git, MongoDB, AWS. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0082,Lead ML Engineer,NeoByte,Pune,3600000,5400000,INR,2024-10-22,"We are looking for a ML Engineer to join our team. Required skills: TensorFlow, Azure, MLOps, CI/CD, PyTorch, Docker. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0083,Senior Data Scientist,CloudAxis,Bengaluru,2200000,3850000,INR,2025-04-07,"We are looking for a Data Scientist to join our team. Required skills: SQL, Matplotlib, Power BI, TensorFlow, Deep Learning, Pandas. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0084,Senior Business Analyst,BluePanda,Pune,1800000,3150000,INR,2025-03-20,"We are looking for a Business Analyst to join our team. Required skills: Python, Statistics, Tableau, SQL, Data Visualization, Storytelling. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0085,Junior Business Analyst,StackForge,Pune,450000,900000,INR,2025-07-21,"We are looking for a Business Analyst to join our team. Required skills: Excel, Tableau, Storytelling, Data Visualization, A/B Testing, SQL. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0086,Mid Data Engineer,TechNova,Mumbai,1150000,2300000,INR,2025-06-06,"We are looking for a Data Engineer to join our team. Required skills: AWS, GCP, Data Warehousing, DBT, Kafka, Spark. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0087,Junior Full Stack Developer,InSight Labs,Delhi,500000,1000000,INR,2024-10-03,"We are looking for a Full Stack Developer to join our team. Required skills: MongoDB, REST, PostgreSQL, CI/CD, Docker, AWS. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0088,Lead ML Engineer,BluePanda,Pune,3600000,5400000,INR,2024-09-25,"We are looking for a ML Engineer to join our team. Required skills: Docker, CI/CD, AWS, Azure, Python, GCP. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0089,Junior Data Engineer,AlgoSphere,Pune,575000,1150000,INR,2025-03-10,"We are looking for a Data Engineer to join our team. Required skills: Redshift, ETL, GCP, Python, Snowflake, AWS. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0090,Lead Data Scientist,AlgoSphere,Hyderabad,3300000,4950000,INR,2025-05-19,"We are looking for a Data Scientist to join our team. Required skills: Data Visualization, Deep Learning, Seaborn, Python, Scikit-learn, TensorFlow. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
JOB0091,Lead ML Engineer,InSight Labs,Pune,3600000,5400000,INR,2025-01-17,"We are looking for a ML Engineer to join our team. Required skills: TensorFlow, Python, CI/CD, FastAPI, MLOps, PyTorch. Responsibilities include building data pipelines, working with stakeholders, and delivering insights. Nice-to-have: strong communication and problem-solving skills."
